transaction_id,customer_id,branch_id,item_id,amount,payment_method,transaction_date,dining_option
312e760c-48b2-448e-a31b-f50ff62bd49d,79dc9777-4cd2-4bce-bdc8-da5b69fa235c,13ab5eda-efdd-4a7d-bc81-973072b06957,75c541aa-82bd-49a7-ae04-a7c6d0cbf6f9,99.73,Cash,2024-06-13,Delivery
f8c11578-ce9e-4914-a35f-6ae12fa176c3,3923ad10-12e3-4998-abff-4283438961a9,ec953cb7-5c64-4005-9395-c5d14560cd12,244a62ba-8c16-47a5-afa8-549af7defa1e,50.61,Mobile Payment,2024-02-07,Delivery
5d29f233-3282-4bf2-9cde-1fa11c40fce2,5eb4bf13-ab2a-4b9a-86a8-4ef18dc6f882,b2cf6b84-bf63-4667-878d-1a9cced679a7,56531ecc-7447-4477-bfa2-d8e3397ca11a,94.44,Mobile Payment,2024-08-27,Delivery
3c6d12cf-cffb-4376-a750-99668feeda57,28f34691-d097-47ad-8031-c23db42f6bfb,ec953cb7-5c64-4005-9395-c5d14560cd12,75c541aa-82bd-49a7-ae04-a7c6d0cbf6f9,130.77,Mobile Payment,2024-04-13,Delivery
8f624ddb-9adf-41ba-b57d-7bbd7052361f,0c683f6b-db02-45d0-a0d2-e86ec01e1661,6b02610a-6d9a-4a97-ad1c-9a4bb385dc81,ce8b6c17-5a29-4301-a93e-4361fa6d38ff,40.11,Cash,2024-09-14,Dine-in
9263eda9-18f4-41da-ae80-31e9668ec6f7,15bbc617-f6dd-4634-b0ad-202bbf906b77,13ab5eda-efdd-4a7d-bc81-973072b06957,38a15803-a809-4cd5-a995-1966da60ea93,100.55,Cash,2024-02-28,Take-out
06034a92-0e7b-40f5-886d-08a0e549df5a,558b681a-b8fd-4684-9f04-8ea0313fc196,97bef2c4-703a-4743-a2fa-803957a8492d,56531ecc-7447-4477-bfa2-d8e3397ca11a,125.61,Mobile Payment,2024-06-03,Take-out
e8da8045-78df-4cba-8f37-386380e81679,bc32f93a-1429-46b8-9e1e-0ad1f5cf7a05,ec953cb7-5c64-4005-9395-c5d14560cd12,1cb50628-f291-4218-8a9a-1c5f83ae4197,82.88,Mobile Payment,2024-03-29,Take-out
9dacdf7c-295f-4d5c-ae08-861d602ac4fa,14b13268-d2f2-42fb-b243-3e4efd64e80c,6b02610a-6d9a-4a97-ad1c-9a4bb385dc81,f682d2e5-421f-49e0-a802-812a2d18df13,38.77,Cash,2024-05-05,Dine-in
f531cb09-ace1-4516-b290-6a71b3ea2d93,02c20540-e0e1-40ce-bb74-3a17b09b6629,363a302a-eee2-42b5-b6ff-b2e8a4205867,ae401104-663a-46fa-81ab-3d1177ff984c,66.9,Mobile Payment,2024-02-11,Dine-in
ba8ced46-8bfd-4bcb-980c-59deda5bb172,a7006e64-2c1b-4eb6-8756-19f706febd28,f7d599ba-a566-4f80-ad1b-8c22de72cbd2,f5c99b4e-cc3e-4d76-a0dd-b260b698fea8,132.91,Mobile Payment,2024-03-20,Dine-in
5d129a57-87f7-4dd7-a056-0b2b5e26e05d,ad3629b5-bb1f-438c-b1db-2636f34b4c35,045684a9-87d6-403a-bcb7-16b18d3145a6,5160ec2a-62fc-43a8-ade5-b3aab2778dc7,101.21,Cash,2024-08-17,Take-out
2d71cc6f-28c0-4c02-8da7-017d4f3f5a91,61555b03-eb1d-4013-950a-7d6c3c1d7d64,ec953cb7-5c64-4005-9395-c5d14560cd12,c40c1368-c6c0-4bd5-9d80-5d553657a55b,24.79,Mobile Payment,2024-07-22,Delivery
232114ff-671d-4115-af49-239fd680d15e,b5214fd4-c3f9-4fec-bcc2-bb28a4cebbbb,29e9d95f-ed2f-4a11-9b7b-056660fa001c,4e2a51a5-9bf2-4436-a9db-2f1201af53ae,84.95,Credit Card,2024-03-26,Take-out
5629fb63-b7ac-4e62-896e-a07e4b0ed5b4,39272fc6-c521-4bc9-844e-ac8e36332300,b2cf6b84-bf63-4667-878d-1a9cced679a7,18007e1c-991b-4f75-9dea-c0e9cf7b162a,188.37,Mobile Payment,2024-01-29,Take-out
c86e9453-1908-482f-a98d-8c61c604dd5b,dd76a913-c0e7-4148-88cf-c3db8fdbdb17,13ab5eda-efdd-4a7d-bc81-973072b06957,acc00698-ad5a-461d-8b43-930e01842c6d,66.16,Cash,2024-08-04,Take-out
b5cbcf1c-1d59-4de0-b0fa-2c8ea01d280d,8b35abb9-bcfc-4dfd-af97-625fd72c2af3,363a302a-eee2-42b5-b6ff-b2e8a4205867,8019ae12-3ec4-4cdd-959b-6ae68dc84215,27.38,Cash,2024-09-20,Delivery
3bddee13-ebe4-47cc-b49f-387aaefc2309,9e7b97cb-de2b-45af-ba9b-bc85d9a2046d,045684a9-87d6-403a-bcb7-16b18d3145a6,c40c1368-c6c0-4bd5-9d80-5d553657a55b,138.85,Mobile Payment,2024-04-30,Take-out
34228f22-cf86-4fef-a536-4c3572c797b6,eae433c1-0122-4be8-b7a7-de319da13f19,045684a9-87d6-403a-bcb7-16b18d3145a6,f5c99b4e-cc3e-4d76-a0dd-b260b698fea8,107.27,Mobile Payment,2024-06-09,Dine-in
a3a77773-241e-4f6b-9321-c36d9acd5337,967618f3-a294-4ace-ad75-3216aae54d4a,13ab5eda-efdd-4a7d-bc81-973072b06957,79019c15-bc20-4552-a1ae-1fe80cb5696e,43.04,Credit Card,2024-05-03,Delivery
fdc39bcd-72ba-4686-8e8a-01de5bfc9909,89163cea-2944-4c14-bcb3-53c240e840cf,363a302a-eee2-42b5-b6ff-b2e8a4205867,cece4814-d6a2-4949-b103-b3bd4ca914ce,139.17,Mobile Payment,2024-03-09,Delivery
eee7d96c-27e1-4810-ac0c-d5010d61061c,9e7b97cb-de2b-45af-ba9b-bc85d9a2046d,6b02610a-6d9a-4a97-ad1c-9a4bb385dc81,1f334f6f-885e-4abe-9fc6-85705053e5a9,184.68,Credit Card,2024-07-17,Dine-in
8af2c162-8954-4e5d-9e64-b4629e6ddc37,2c876956-660c-4f93-9a6b-592a62c5df29,b2cf6b84-bf63-4667-878d-1a9cced679a7,f5c99b4e-cc3e-4d76-a0dd-b260b698fea8,106.67,Credit Card,2024-06-16,Delivery
aeb9e5f5-a9f8-4dfa-9841-3e89ee1e8ea9,69b46382-d29b-47d4-b8e8-2b07a5f14616,b2cf6b84-bf63-4667-878d-1a9cced679a7,ae401104-663a-46fa-81ab-3d1177ff984c,106.81,Cash,2024-04-29,Take-out
062b00ad-d2ed-430e-9f2c-1d1fe317c770,1d25dac9-4b0c-4bd6-a000-7e47196730ec,b2cf6b84-bf63-4667-878d-1a9cced679a7,813c5750-716d-4e66-9928-4772a18fe22a,126.7,Mobile Payment,2024-03-26,Take-out
a5d67ffd-4719-47a0-9da2-b56a65a45591,bf559c88-a46f-41ed-90fb-b7b541a24dc4,97bef2c4-703a-4743-a2fa-803957a8492d,d2d509e2-d839-44d8-a2f5-f7cc2e5e9f10,64.9,Cash,2024-03-18,Take-out
dccffad8-444b-435e-a6f5-0bbe03ccce17,67aaa29e-22b3-4262-a3bc-a48a04a66f77,29e9d95f-ed2f-4a11-9b7b-056660fa001c,40b59502-93d3-4f9b-a34f-1323d77be3eb,127.06,Cash,2024-03-17,Take-out
e1b3cc25-9841-46da-ba8a-28e362a4cf98,39c87c60-1868-40fa-ae95-5ee99559a550,b2cf6b84-bf63-4667-878d-1a9cced679a7,75c541aa-82bd-49a7-ae04-a7c6d0cbf6f9,154.71,Mobile Payment,2024-03-01,Delivery
7927dab5-9c6a-42a8-901b-fb94ecc238a6,aafec994-9d56-4021-871b-a012ca1cb1f1,045684a9-87d6-403a-bcb7-16b18d3145a6,ffaa4203-d1e8-4a34-adbe-ccf062eba40e,55.29,Mobile Payment,2024-06-17,Take-out
fbdcb8a4-ce16-496c-ae29-344c8c5359a4,f284977a-8c56-4ac1-a805-c2519133052c,6b02610a-6d9a-4a97-ad1c-9a4bb385dc81,f5c99b4e-cc3e-4d76-a0dd-b260b698fea8,191.34,Credit Card,2024-02-07,Dine-in
e6f36f91-f8ed-455a-b304-9798e837278a,377297b3-548d-4ea6-b02e-c8cdc647c4a5,f7d599ba-a566-4f80-ad1b-8c22de72cbd2,34d6bbda-12d3-434f-94ee-c123e0ea12f4,193.18,Cash,2024-02-24,Dine-in
e85e7691-6419-4264-affc-1153aba5b7c2,958ec74e-c5d8-4c87-ac5b-4e1570ccaeb8,045684a9-87d6-403a-bcb7-16b18d3145a6,ae401104-663a-46fa-81ab-3d1177ff984c,22.3,Mobile Payment,2024-01-02,Dine-in
361c38d6-2b37-4d1a-961a-10dd64980497,daebbf11-1016-445c-9e1f-d810125cebe0,29e9d95f-ed2f-4a11-9b7b-056660fa001c,4040228e-b031-4980-b0b2-323c5b13de36,184.79,Mobile Payment,2024-04-13,Take-out
b5a7e45c-aaf9-44bc-a71e-64364da2585d,75be4e83-9ac0-4657-a8a1-66455d4a9575,363a302a-eee2-42b5-b6ff-b2e8a4205867,6466b86a-a33c-4cb1-92c8-df8dd79399bc,129.51,Mobile Payment,2024-03-16,Dine-in
638b665a-4500-4370-96a7-365a6b57f210,09208c35-b1f3-4cba-af89-5a5d278c3bbb,b2cf6b84-bf63-4667-878d-1a9cced679a7,cece4814-d6a2-4949-b103-b3bd4ca914ce,111.32,Cash,2024-01-07,Take-out
820387a5-76a6-4332-81e7-85a15d186f13,716580d4-af57-4ead-90f8-61f06edada67,b2cf6b84-bf63-4667-878d-1a9cced679a7,244a62ba-8c16-47a5-afa8-549af7defa1e,25.7,Credit Card,2024-03-13,Delivery
d588a494-cebd-41cf-ac9b-8266a53a4079,da87ad19-607f-4a9d-9ad0-7c1c3de7f1d3,f7d599ba-a566-4f80-ad1b-8c22de72cbd2,56531ecc-7447-4477-bfa2-d8e3397ca11a,58.05,Cash,2024-09-18,Delivery
ace25bf0-e1ab-4571-80f5-778b569d5a82,a5fe22e4-a359-40e8-b5b3-2b5c99712c25,ec953cb7-5c64-4005-9395-c5d14560cd12,287a922c-3b2a-474a-b021-3c930d298393,168.86,Cash,2024-04-20,Dine-in
8ae19f9b-d404-4ad6-a417-789bff9f5323,1c510a61-a230-4ae2-acdd-48a4cbecadc8,eda831f0-dd7b-4bdb-bf18-d0b95e35e0e1,56531ecc-7447-4477-bfa2-d8e3397ca11a,130.73,Credit Card,2024-06-28,Dine-in
65306022-4e13-44d8-bf2a-0e1708026f15,7deb23c7-4d19-429d-ada8-f0997261c3fc,f7d599ba-a566-4f80-ad1b-8c22de72cbd2,67052d4b-0e36-46fc-88b2-1b6f91725cfa,165.23,Mobile Payment,2024-01-17,Dine-in
53ef13cf-fb97-4442-a91f-017b373aec96,f1e5760d-12f9-4cc8-8d69-a38bd358d662,045684a9-87d6-403a-bcb7-16b18d3145a6,6466b86a-a33c-4cb1-92c8-df8dd79399bc,35.32,Credit Card,2024-01-04,Delivery
f591affe-7e91-4f2d-8856-8a2a6dbe6725,c708504f-2465-4afe-a4cc-038350ebdb85,045684a9-87d6-403a-bcb7-16b18d3145a6,8019ae12-3ec4-4cdd-959b-6ae68dc84215,79.66,Credit Card,2024-09-19,Dine-in
77b10240-441f-479c-be20-7af078c26625,40406a78-7c1f-408c-ba5a-17f3c00d4ae7,045684a9-87d6-403a-bcb7-16b18d3145a6,9ab65252-0af2-44f8-ad00-6b10b3e815ae,139.07,Cash,2024-02-18,Delivery
9e7ede82-b1a6-4258-83bb-60dee042d772,823a249c-4b33-4079-84c6-57121b5e43fa,b2cf6b84-bf63-4667-878d-1a9cced679a7,75c541aa-82bd-49a7-ae04-a7c6d0cbf6f9,71.41,Credit Card,2024-08-25,Delivery
7e335cdf-6111-452a-ae9b-f37d571c5d43,f37f233a-1cea-401a-a761-39661f068c20,6b02610a-6d9a-4a97-ad1c-9a4bb385dc81,9de1fe3b-86b9-487a-87a9-f8d0f5ec05d8,53.08,Mobile Payment,2024-03-31,Dine-in
926aa555-0d52-4351-aff7-f3dbb422c52a,9f24ec8d-e14d-4fbc-b119-b9b8504b97e9,f7d599ba-a566-4f80-ad1b-8c22de72cbd2,7623b29c-fe83-427b-89d0-e04ffbb7d545,90.88,Mobile Payment,2024-04-17,Dine-in
802a4fdb-5109-4a30-af22-30d7a1493fae,e2a194fb-1f16-4f75-a71a-eb966e88d1e4,ec953cb7-5c64-4005-9395-c5d14560cd12,bf1d3d3c-dea6-4be2-8152-229a1a87ab21,58.17,Mobile Payment,2024-02-03,Dine-in
828426bb-80b1-4b27-8cbf-4719ce0168a5,69b46382-d29b-47d4-b8e8-2b07a5f14616,97bef2c4-703a-4743-a2fa-803957a8492d,f682d2e5-421f-49e0-a802-812a2d18df13,175.92,Cash,2024-05-20,Dine-in
6cd0f6dd-511f-4445-b16d-470a6220ede7,5074a0c1-764c-4c1a-9506-403730e39594,b2cf6b84-bf63-4667-878d-1a9cced679a7,8019ae12-3ec4-4cdd-959b-6ae68dc84215,146.31,Credit Card,2024-05-14,Dine-in
3c608a18-a3ee-43a7-8498-97519d40f341,651c4764-88e4-40e3-8447-d290f6f882f8,eda831f0-dd7b-4bdb-bf18-d0b95e35e0e1,c30e5f91-9301-4612-9a33-5808b4968b7c,141.24,Cash,2024-08-25,Delivery
c25eba82-545f-4350-a970-897fd73ba6b8,25a2d1c2-07b8-48a8-b2e8-f0a3367387b7,f7d599ba-a566-4f80-ad1b-8c22de72cbd2,bf1d3d3c-dea6-4be2-8152-229a1a87ab21,75.38,Credit Card,2024-07-16,Dine-in
e3941a4e-51aa-42e2-9970-20e634ff65ab,651c4764-88e4-40e3-8447-d290f6f882f8,f7d599ba-a566-4f80-ad1b-8c22de72cbd2,813c5750-716d-4e66-9928-4772a18fe22a,172.24,Cash,2024-08-10,Dine-in
e7aff1fa-d693-4f0d-8375-a032f03ded58,8bde7471-f64c-4ed2-8e17-f154da58d12b,ec953cb7-5c64-4005-9395-c5d14560cd12,6466b86a-a33c-4cb1-92c8-df8dd79399bc,19.84,Credit Card,2024-05-08,Dine-in
207b7393-bf0c-452f-8ff7-d76cae10f683,dadea25b-8b48-4af0-be01-054e0d569a5b,ec953cb7-5c64-4005-9395-c5d14560cd12,813c5750-716d-4e66-9928-4772a18fe22a,108.73,Credit Card,2024-01-25,Delivery
4cc06023-aa31-4e93-af42-e866979d1bba,6401be30-a765-43c9-8072-f656a52c035d,29e9d95f-ed2f-4a11-9b7b-056660fa001c,9de1fe3b-86b9-487a-87a9-f8d0f5ec05d8,143.3,Mobile Payment,2024-05-20,Dine-in
d74885a2-b336-4dbd-af08-1684cbeb6cf0,7d35c76d-ede3-4c9f-9ddc-dc2b2af3b258,ec953cb7-5c64-4005-9395-c5d14560cd12,1f334f6f-885e-4abe-9fc6-85705053e5a9,28.6,Mobile Payment,2024-06-24,Delivery
a8003b2e-98e8-4ab5-a4ad-3f18bf9fe1b3,bb85cbc5-b96a-4a9a-ae33-a8a910b11241,b2cf6b84-bf63-4667-878d-1a9cced679a7,709781fa-c90a-454f-a704-eacbfeea3e30,40.36,Mobile Payment,2024-01-20,Dine-in
a17a085f-d4ee-458d-9e38-0dad504860c4,fe79c3f1-dc35-4dde-b980-c61f6dd037ab,13ab5eda-efdd-4a7d-bc81-973072b06957,38a15803-a809-4cd5-a995-1966da60ea93,29.26,Cash,2024-07-23,Take-out
4279c7ca-ccec-4794-a8ac-e984f0a90dd7,05b416db-88b3-413e-8fad-bc5742f971bd,97bef2c4-703a-4743-a2fa-803957a8492d,f8492d24-60d2-40d7-9537-9aad524bc8f5,191.36,Credit Card,2024-06-06,Take-out
44ebecc9-48df-40aa-9aed-34f4699ba7e9,183748fb-df01-4f4d-883c-2f2383b9a041,363a302a-eee2-42b5-b6ff-b2e8a4205867,287a922c-3b2a-474a-b021-3c930d298393,21.32,Mobile Payment,2024-02-03,Take-out
fd26f8ee-6723-4e1b-9dec-f9574fa61ed2,17e4f214-1ca4-4d69-bd7f-a038ddfea62a,97bef2c4-703a-4743-a2fa-803957a8492d,18007e1c-991b-4f75-9dea-c0e9cf7b162a,133.42,Credit Card,2024-09-14,Take-out
3a9d2609-97f1-4ffe-bccb-a18fd856d78e,60daa2bc-f0b5-4192-8f61-23dfbe679792,13ab5eda-efdd-4a7d-bc81-973072b06957,4b447392-9fe9-4caf-83f9-263b7c7c1f5c,139.21,Mobile Payment,2024-04-07,Take-out
0a3a8215-d43e-47b1-9c82-25e79c6400bb,f440d0bf-054b-4d5b-9214-a0ab8e305f59,363a302a-eee2-42b5-b6ff-b2e8a4205867,f5c99b4e-cc3e-4d76-a0dd-b260b698fea8,134.96,Credit Card,2024-03-21,Delivery
95073545-292c-4cf3-89d2-b1a80be9f3df,193d6e30-0633-463c-9be2-5ff9852f77db,045684a9-87d6-403a-bcb7-16b18d3145a6,c40c1368-c6c0-4bd5-9d80-5d553657a55b,152.22,Credit Card,2024-03-20,Delivery
fa1ddc8d-173d-4fc4-9d33-d0bba6dec6a8,ac55837f-cea3-426e-a660-ab462f448567,045684a9-87d6-403a-bcb7-16b18d3145a6,f682d2e5-421f-49e0-a802-812a2d18df13,78.52,Mobile Payment,2024-06-22,Delivery
50f77a78-3dfe-4521-ab34-4eeddc83925e,64306fe5-5015-41d3-a865-ae834c7c6cc9,045684a9-87d6-403a-bcb7-16b18d3145a6,d2d509e2-d839-44d8-a2f5-f7cc2e5e9f10,109.68,Credit Card,2024-03-06,Delivery
4da624cc-cf5c-4fb5-a5c3-5e9ddde73354,0a4ffdc3-16af-4e30-9c18-3082d0014650,f7d599ba-a566-4f80-ad1b-8c22de72cbd2,c5a8d464-004c-49a2-a069-db60b298b414,16.21,Mobile Payment,2024-04-28,Take-out
827c5770-a38d-4418-8348-e5d6517a9952,74773c63-d48d-46b8-b002-e528087b2f2e,6b02610a-6d9a-4a97-ad1c-9a4bb385dc81,d2d509e2-d839-44d8-a2f5-f7cc2e5e9f10,147.73,Cash,2024-02-26,Delivery
7e3e3da7-5e03-4495-b809-0fcedc9fd6a0,47463883-ad38-44f1-a652-28d69e994c34,29e9d95f-ed2f-4a11-9b7b-056660fa001c,2152fe34-89cd-4ebb-a7ec-6b9e3dc5de83,186.27,Mobile Payment,2024-02-22,Dine-in
b93b878f-425c-4bdb-8f8b-d3906b834494,25a2d1c2-07b8-48a8-b2e8-f0a3367387b7,f7d599ba-a566-4f80-ad1b-8c22de72cbd2,1f334f6f-885e-4abe-9fc6-85705053e5a9,116.29,Credit Card,2024-07-07,Delivery
81f9eeba-ad3f-4ca8-a92c-d935ff1fa165,c95bdc53-b88b-4ddc-9a3b-7999fb4cfb6f,f7d599ba-a566-4f80-ad1b-8c22de72cbd2,d2d509e2-d839-44d8-a2f5-f7cc2e5e9f10,71.75,Mobile Payment,2024-01-06,Take-out
4fc049a3-f2b3-466a-86af-e87dca394317,c5a0a828-5666-4c48-81ed-0774c7519dd4,ec953cb7-5c64-4005-9395-c5d14560cd12,ae401104-663a-46fa-81ab-3d1177ff984c,110.31,Credit Card,2024-04-04,Dine-in
f3aa64db-e975-4273-a7cc-0f7b6cd29ee3,c8587279-747c-4954-8a0d-b72e1d34a2b4,29e9d95f-ed2f-4a11-9b7b-056660fa001c,4040228e-b031-4980-b0b2-323c5b13de36,129.85,Mobile Payment,2024-07-04,Take-out
18b7754e-9c5c-424e-b317-d81f620b4fee,404b11a6-134c-4411-99db-15c1652f3ab9,b2cf6b84-bf63-4667-878d-1a9cced679a7,248e62b1-0025-478b-8e56-ffbb9bfc0d7c,152.61,Cash,2024-01-22,Take-out
e097300d-caf2-4b8f-bb7f-af05fface3a1,a003beca-79f6-4f3d-9004-98bca4465cf4,045684a9-87d6-403a-bcb7-16b18d3145a6,813c5750-716d-4e66-9928-4772a18fe22a,49.95,Cash,2024-04-24,Delivery
e6de216a-1cf8-4348-b76f-76d6c09736ba,28bcc6c3-869a-4b91-80a5-fa578e0c1bde,363a302a-eee2-42b5-b6ff-b2e8a4205867,75c541aa-82bd-49a7-ae04-a7c6d0cbf6f9,41.75,Cash,2024-02-20,Delivery
375f293a-579f-42cf-acfd-193b709f7791,977ffdd7-7bb0-4498-88e2-e4c16764c8c7,29e9d95f-ed2f-4a11-9b7b-056660fa001c,f682d2e5-421f-49e0-a802-812a2d18df13,128.93,Cash,2024-09-21,Take-out
219a2c38-c687-4c5e-810c-f7c618b3419f,e3501765-964b-4b3a-9841-6fcd8f9964e7,eda831f0-dd7b-4bdb-bf18-d0b95e35e0e1,709781fa-c90a-454f-a704-eacbfeea3e30,30.38,Cash,2024-09-23,Take-out
e67ae7a2-2837-481d-8473-7a18e8f5b732,b9b477f4-c950-4eaf-8c2e-fed4003227a3,f7d599ba-a566-4f80-ad1b-8c22de72cbd2,4e2a51a5-9bf2-4436-a9db-2f1201af53ae,198.99,Cash,2024-01-20,Delivery
6e56cf3c-9e36-4be6-a741-4edb63890733,4001dc93-6e41-40bb-b0f9-1c09871d2f73,6b02610a-6d9a-4a97-ad1c-9a4bb385dc81,ce8b6c17-5a29-4301-a93e-4361fa6d38ff,139.75,Cash,2024-01-19,Dine-in
8c3c3f10-1236-46a6-ac3c-b3202d32ae48,b9b477f4-c950-4eaf-8c2e-fed4003227a3,045684a9-87d6-403a-bcb7-16b18d3145a6,b76c6ffd-9509-43a7-baaa-b42cd4f91cb8,115.71,Mobile Payment,2024-08-21,Delivery
b676adab-240f-4951-83a2-9195732f6d20,cab884e0-3898-46bd-979a-9df0788a8259,29e9d95f-ed2f-4a11-9b7b-056660fa001c,acc00698-ad5a-461d-8b43-930e01842c6d,75.59,Credit Card,2024-02-21,Dine-in
ec836aa1-55ba-4c8b-beee-cb1420ffab89,afbb48e8-171e-4d14-a1d9-ed6505bb88ed,eda831f0-dd7b-4bdb-bf18-d0b95e35e0e1,244a62ba-8c16-47a5-afa8-549af7defa1e,11.06,Cash,2024-07-18,Take-out
162583e6-524c-48e3-80b6-26f6ab869b77,da87ad19-607f-4a9d-9ad0-7c1c3de7f1d3,045684a9-87d6-403a-bcb7-16b18d3145a6,248e62b1-0025-478b-8e56-ffbb9bfc0d7c,29.33,Credit Card,2024-04-28,Delivery
278c7cbd-9e84-4c96-a1b7-9b9c771adc33,40406a78-7c1f-408c-ba5a-17f3c00d4ae7,29e9d95f-ed2f-4a11-9b7b-056660fa001c,ae401104-663a-46fa-81ab-3d1177ff984c,161.27,Credit Card,2024-08-29,Take-out
1dd0a67f-510e-4620-b3c1-067fe233bad5,ca9593d6-c261-49cc-8997-d90ed5ae0b16,6b02610a-6d9a-4a97-ad1c-9a4bb385dc81,f1f09f55-b757-4c4f-b1ac-43a2897d5a05,39.33,Credit Card,2024-09-13,Take-out
cf457d62-ef50-4019-995b-4b7310eaf3f8,e0cc8897-97d5-4f96-88e0-5b4680e18f53,29e9d95f-ed2f-4a11-9b7b-056660fa001c,5160ec2a-62fc-43a8-ade5-b3aab2778dc7,18.98,Cash,2024-05-11,Delivery
e1ac8432-1a8b-42a9-b9f3-576c8181f584,23d1a39c-3f0c-48ab-b3c8-eca4c8385e80,045684a9-87d6-403a-bcb7-16b18d3145a6,c5a8d464-004c-49a2-a069-db60b298b414,157.98,Credit Card,2024-04-18,Delivery
